,code,var
1441,h1607-2,motivo_no_vacunacion-Sí me (le) toca/soy (es) elegible pero no ha llegado la vacu
1442,h1607-3,motivo_no_vacunacion-Creo(e) que la vacuna no sirve
1443,h1607-4,motivo_no_vacunacion-Creo(e) que la vacuna tiene efectos adversos/consecuencias n
1444,h1607-5,motivo_no_vacunacion-Me (Le) quedaba muy lejos
1445,h1607-6,motivo_no_vacunacion-La fila era muy larga
1446,h1607-7,"motivo_no_vacunacion-COVID no es un problema, no existe"
1447,h1607-8,"motivo_no_vacunacion-Prefiero(e) esperar, ver cómo avanza esto"
1448,h1607-9,"motivo_no_vacunacion-No confío(a) en el sistema, en el gobierno"
1449,h1607-10,motivo_no_vacunacion-Porque no me(le) dejaron salir en mi(su) trabajo
1450,h1607-11,motivo_no_vacunacion-Porque tengo (tiene) una discapacidad
1451,h1607-12,motivo_no_vacunacion-Porque no tuve(o) quién me(le) acompañara
1452,h1607-88,motivo_no_vacunacion-Otro (especificar)
1453,h1608-1,acepta_vacunarse-Sí
1454,h1608-2,acepta_vacunarse-No
1455,h1608-3,acepta_vacunarse-Quizás (indeciso(a))
1456,h1608-4,acepta_vacunarse-No responde
1457,h1609-1,por_que_no_vacunarse-Creo(e) que la vacuna no sirve
1458,h1609-2,por_que_no_vacunarse-Creo(e) que la vacuna tiene efectos adversos/consecuencias n
1459,h1609-3,por_que_no_vacunarse-Me(Le) quedaría muy lejos el lugar donde las aplican
1460,h1609-4,por_que_no_vacunarse-Las filas son muy largas
1461,h1609-5,"por_que_no_vacunarse-COVID no es un problema, no existe"
1462,h1609-6,"por_que_no_vacunarse-Prefiero(e) esperar, ver cómo avanza esto"
1463,h1609-7,"por_que_no_vacunarse-No confío(a) en el sistema, en el gobierno"
1464,h1609-8,por_que_no_vacunarse-Porque no me(le) dejarían salir en mi(su) trabajo
1465,h1609-9,por_que_no_vacunarse-Porque tengo (tiene) una discapacidad
1466,h1609-10,por_que_no_vacunarse-Porque no tengo (tiene) quién me(le) acompañe
1467,h1609-88,por_que_no_vacunarse-Otro (especificar)
1468,h1610-1,considera_seguras_vacunas-Sí
1469,h1610-2,considera_seguras_vacunas-No
1470,h1610-3,considera_seguras_vacunas-NS
1471,h1610-9,considera_seguras_vacunas-NR
1472,an02-1,ropa_puesta-Ligera
1473,an02-2,ropa_puesta-Gruesa
1474,an02-3,ropa_puesta-Sin ropa
1475,an02-4,ropa_puesta-No se pesó
1476,an03-1,resultado_medicion_peso-Sin problema
1477,an03-2,resultado_medicion_peso-Problema físico
1478,an03-3,resultado_medicion_peso-No cooperó
1479,an03-4,resultado_medicion_peso-Se negó
1480,an03-5,resultado_medicion_peso-No se encontró
1481,an03-6,resultado_medicion_peso-No puede mantenerse de pie
1482,an05-1,resultado_medicion_estatura-Sin problema
1483,an05-2,resultado_medicion_estatura-Problema físico
1484,an05-3,resultado_medicion_estatura-No cooperó
1485,an05-4,resultado_medicion_estatura-Se negó
1486,an05-5,resultado_medicion_estatura-No se encontró
1487,an05-6,resultado_medicion_estatura-No puede mantenerse de pie
1488,an06-1,condicion_maternal-Está embarazada?
1489,an06-2,condicion_maternal-Está dando pecho?
1490,an06-3,condicion_maternal-Está embarazada y dando pecho?
1491,an06-4,condicion_maternal-Ninguna de las anteriores
1492,an06-9,condicion_maternal-No sabe
1493,an07-99,meses_embarazo-No sabe
1494,an09-1,resultado_medicion_cintura-Sin problema
1495,an09-2,resultado_medicion_cintura-Problema físico
1496,an09-3,resultado_medicion_cintura-No cooperó
1497,an10-1,perdio_peso-No ha habido pérdida de peso
1498,an10-2,perdio_peso-Pérdida de peso entre 1 y 3 kg
1499,an10-3,perdio_peso-Pérdida de peso mayor a 3 kg
1500,an10-8,perdio_peso-No responde
1501,an10-9,perdio_peso-No sabe
1502,an11-1,"tiene_amputacion-Sí, de extremidades superiores y camina"
1503,an11-2,"tiene_amputacion-Sí, de extremidades superiores y no camina"
1504,an11-3,"tiene_amputacion-Sí, de extremidades inferiores"
1505,an11-4,tiene_amputacion-No y puede mantenerse de pie
1506,an11-5,tiene_amputacion-No y solo puede mantenerse sentado
1507,an11-6,tiene_amputacion-No y está confinado a una cama
1508,imc_clase-0,imc_clase-Bajo peso
1509,imc_clase-1,imc_clase-Peso normal
1510,imc_clase-2,imc_clase-Sobrepeso
1511,imc_clase-3,imc_clase-Obeso
1512,bajo_peso-1,bajo_peso-SÍ.
1513,bajo_peso-0,bajo_peso-NO.
1514,peso_normal-1,peso_normal-SÍ.
1515,peso_normal-0,peso_normal-NO.
1516,sobrepeso-1,sobrepeso-SÍ.
1517,sobrepeso-0,sobrepeso-NO.
1518,obesidad-1,obesidad-SÍ.
1519,obesidad-0,obesidad-NO.
1520,an18-1,resultado_medicion_talon_rodilla-Sin problema
1521,an18-2,resultado_medicion_talon_rodilla-Problema físico
1522,an18-3,resultado_medicion_talon_rodilla-No cooperó
1523,an20-1,reusltado_medicion_circunf_pantorrilla-Sin problema
1524,an20-2,reusltado_medicion_circunf_pantorrilla-Problema físico
1525,an20-3,reusltado_medicion_circunf_pantorrilla-No cooperó
1526,an24-1,resultado_pecho_dedo_medicion-Sin problema
1527,an24-2,resultado_pecho_dedo_medicion-Problema físico
1528,an24-3,resultado_pecho_dedo_medicion-No cooperó
1529,an26-1,resultado_circunferencia_brazo-Sin problema
1530,an26-2,resultado_circunferencia_brazo-Problema físico
1531,an26-3,resultado_circunferencia_brazo-No cooperó
1532,an29-1,brazo_toma_presion-Brazo derecho
1533,an29-2,brazo_toma_presion-Brazo izquierdo
1534,an29-3,brazo_toma_presion-No se tomó
1535,an30-1,resultado_medicion_presion-Sin problema
1536,an30-2,resultado_medicion_presion-Problema físico
1537,an30-3,resultado_medicion_presion-No cooperó
1538,an30-4,resultado_medicion_presion-Se negó
1539,a0101-1,salud_tiene_obesidad-SÍ.
1540,a0101-2,salud_tiene_obesidad-NO.
1541,a0103-1,tx_control_azucar_1-SÍ.
1542,a0103-2,tx_control_azucar_1-NO.
1543,a0106-1,como_considera_peso-mayor al saludable?
1544,a0106-2,como_considera_peso-saludable?
1545,a0106-3,como_considera_peso-menor al saludable?
1546,a0106-8,como_considera_peso-No responde.
1547,a0106-9,como_considera_peso-No sabe
1548,a0107-1,cambio_peso_ultimo_anio-Ganó peso.
1549,a0107-2,cambio_peso_ultimo_anio-Perdió peso.
1550,a0107-3,cambio_peso_ultimo_anio-No ha experimentado cambios en su Peso.
1551,a0107-4,cambio_peso_ultimo_anio-Ganó o perdió peso porque está embarazada.
1552,a0107-9,cambio_peso_ultimo_anio-No sabe.
1553,a0109-1,perdion_peso_intensional-SI.
1554,a0109-2,perdion_peso_intensional-NO.
1555,a0110a-1,acciones_perder_peso_1-disminuir el tamaño de las porciones?
1556,a0110a-2,acciones_perder_peso_1-aumentar la actividad física?
1557,a0110a-3,acciones_perder_peso_1-seguir las recomendaciones de un profesional de la salud?
1558,a0110a-4,acciones_perder_peso_1-tomar medicamentos para perder peso?
1559,a0110a-5,acciones_perder_peso_1-eliminar el consumo de refrescos?
1560,a0110a-6,acciones_perder_peso_1-aumentar el consumo de vegetales y alimentos ricos en fibra
1561,a0110a-7,acciones_perder_peso_1-realizar algún tipo de ejercicio?
1562,a0110a-8,acciones_perder_peso_1-tomar mucha agua?
1563,a0110a-9,acciones_perder_peso_1-Otra forma (especifica).
1564,a0110b-1,acciones_perder_peso_2-disminuir el tamaño de las porciones?
1565,a0110b-2,acciones_perder_peso_2-aumentar la actividad física?
1566,a0110b-3,acciones_perder_peso_2-seguir las recomendaciones de un profesional de la salud?
1567,a0110b-4,acciones_perder_peso_2-tomar medicamentos para perder peso?
1568,a0110b-5,acciones_perder_peso_2-eliminar el consumo de refrescos?
1569,a0110b-6,acciones_perder_peso_2-aumentar el consumo de vegetales y alimentos ricos en fibra
1570,a0110b-7,acciones_perder_peso_2-realizar algún tipo de ejercicio?
1571,a0110b-8,acciones_perder_peso_2-tomar mucha agua?
1572,a0110b-9,acciones_perder_peso_2-Otra forma (especifica).
1573,a0110c-1,acciones_perder_peso_3-disminuir el tamaño de las porciones?
1574,a0110c-2,acciones_perder_peso_3-aumentar la actividad física?
1575,a0110c-3,acciones_perder_peso_3-seguir las recomendaciones de un profesional de la salud?
1576,a0110c-4,acciones_perder_peso_3-tomar medicamentos para perder peso?
1577,a0110c-5,acciones_perder_peso_3-eliminar el consumo de refrescos?
1578,a0110c-6,acciones_perder_peso_3-aumentar el consumo de vegetales y alimentos ricos en fibra
1579,a0110c-7,acciones_perder_peso_3-realizar algún tipo de ejercicio?
1580,a0110c-8,acciones_perder_peso_3-tomar mucha agua?
1581,a0110c-9,acciones_perder_peso_3-Otra forma (especifica).
1582,a0211-1,ultima_semana_tristeza-Rara vez o nunca (menos de un día).
1583,a0211-2,ultima_semana_tristeza-Pocas veces o alguna vez (1-2 días).
1584,a0211-3,ultima_semana_tristeza-Un número de veces conside-rable (3-4 dias).
1585,a0211-4,ultima_semana_tristeza-Todo el tiempo o la mayoría del tiempo    (5-7 días).
1586,a0212-1,ultima_semana_concentrarse-Rara vez o nunca (menos de un día).
1587,a0212-2,ultima_semana_concentrarse-Pocas veces o alguna vez (1-2 días).
1588,a0212-3,ultima_semana_concentrarse-Un número de veces conside-rable (3-4 dias).
1589,a0212-4,ultima_semana_concentrarse-Todo el tiempo o la mayoría del tiempo    (5-7 días).
1590,a0213-1,ultima_semana_deprimido-Rara vez o nunca (menos de un día).
1591,a0213-2,ultima_semana_deprimido-Pocas veces o alguna vez (1-2 días).
1592,a0213-3,ultima_semana_deprimido-Un número de veces conside-rable (3-4 dias).
1593,a0213-4,ultima_semana_deprimido-Todo el tiempo o la mayoría del tiempo    (5-7 días).
1594,a0214-1,ultima_semana_esfuerzo-Rara vez o nunca (menos de un día).
1595,a0214-2,ultima_semana_esfuerzo-Pocas veces o alguna vez (1-2 días).
1596,a0214-3,ultima_semana_esfuerzo-Un número de veces conside-rable (3-4 dias).
1597,a0214-4,ultima_semana_esfuerzo-Todo el tiempo o la mayoría del tiempo    (5-7 días).
1598,a0215-1,ultima_semana_durmio_bien-Rara vez o nunca (menos de un día).
1599,a0215-2,ultima_semana_durmio_bien-Pocas veces o alguna vez (1-2 días).
1600,a0215-3,ultima_semana_durmio_bien-Un número de veces conside-rable (3-4 dias).
1601,a0215-4,ultima_semana_durmio_bien-Todo el tiempo o la mayoría del tiempo    (5-7 días).
1602,a0216-1,ultima_semana_disfrute-Rara vez o nunca (menos de un día).
1603,a0216-2,ultima_semana_disfrute-Pocas veces o alguna vez (1-2 días).
1604,a0216-3,ultima_semana_disfrute-Un número de veces conside-rable (3-4 dias).
1605,a0216-4,ultima_semana_disfrute-Todo el tiempo o la mayoría del tiempo    (5-7 días).
1606,a0217-1,ultima_semana_triste-Rara vez o nunca (menos de un día).
1607,a0217-2,ultima_semana_triste-Pocas veces o alguna vez (1-2 días).
1608,a0217-3,ultima_semana_triste-Un número de veces conside-rable (3-4 dias).
1609,a0217-4,ultima_semana_triste-Todo el tiempo o la mayoría del tiempo    (5-7 días).
1610,a0202-1,medico_dicho_depresion-Sí
1611,a0202-2,medico_dicho_depresion-No
1612,a0203-1,tx_para_depresion-Sí
1613,a0203-2,tx_para_depresion-No
1614,a0203-8,tx_para_depresion-No responde
1615,a0204-1,toma_medicamento_depretion-Sí
1616,a0204-2,toma_medicamento_depretion-No
1617,a0204-8,toma_medicamento_depretion-No responde
1618,a0301-1,medico_dicho_diabetes-SÍ.
1619,a0301-2,"medico_dicho_diabetes-Sí, durante el embarazo  (solo mujeres, diabetes gestacional"
1620,a0301-3,medico_dicho_diabetes-NO.
1621,a0303cod-1,visita_medico_diabetes-Ninguna.
1622,a0303cod-2,visita_medico_diabetes-Diario.
1623,a0303cod-3,visita_medico_diabetes-Semanal.
1624,a0303cod-4,visita_medico_diabetes-Mensual.
1625,a0303cod-5,visita_medico_diabetes-Anual.
1626,a0305-1,servicio_control_diabetes-Instituto Mexicano del Seguro Social (IMSS).
1627,a0305-2,servicio_control_diabetes-ISSSTE/ISSSTE Estatal.
1628,a0305-3,servicio_control_diabetes-PEMEX.
1629,a0305-4,servicio_control_diabetes-Defensa.
1630,a0305-5,servicio_control_diabetes-Marina.
1631,a0305-6,servicio_control_diabetes-Centro de Salud u Hospital de la SSA.
1632,a0305-7,servicio_control_diabetes-IMSS Bienestar (antes Oportunidades).
1633,a0305-8,"servicio_control_diabetes-DIF federal, estatal o municipal."
1634,a0305-9,servicio_control_diabetes-Cruz Roja/Cruz Verde.
1635,a0305-10,servicio_control_diabetes-Instituto Nacional de Salud.
1636,a0305-11,servicio_control_diabetes-Organizaciones (ONG/OSC) que dan atención gratuita/Dispensar
1637,a0305-12,servicio_control_diabetes-Consultorios pertenecientes a farmacias/Farmacias con consul
1638,a0305-13,servicio_control_diabetes-Consultorio dentro de hospital privado.
1639,a0305-14,servicio_control_diabetes-Área de urgencias/hospitalización dentro de hospital privado
1640,a0305-15,servicio_control_diabetes-Atención privada en torre de consultorios médicos o en una c
1641,a0305-16,servicio_control_diabetes-Consultorio en domicilio particular de médico privado.
1642,a0305-17,servicio_control_diabetes-Atención privada en mi domicilio.
1643,a0305-18,"servicio_control_diabetes-Atención privada vía remota (teléfono, mensajes de texto, te"
1644,a0305-19,servicio_control_diabetes-Médico laboral (médico de la empresa).
1645,a0305-20,"servicio_control_diabetes-Curandero, hierbero, naturista."
1646,a0305-21,"servicio_control_diabetes-Homeópata, partera, acupunturista."
1647,a0305-22,servicio_control_diabetes-Otro (especifique).
1648,a0305-23,servicio_control_diabetes-No sabe / No recuerda.
1649,a0305-24,servicio_control_diabetes-Ninguna.
1650,a0306a-1,scd_medicion_glucosa-Si.
1651,a0306a-2,scd_medicion_glucosa-No.
1652,a0306a-9,scd_medicion_glucosa-No Sabe/No responde.
1653,a0306b-1,scd_medicion_presion-Si.
1654,a0306b-2,scd_medicion_presion-No.
1655,a0306b-9,scd_medicion_presion-No Sabe/No responde.
1656,a0306c-1,scd_medicion_peso-Si.
1657,a0306c-2,scd_medicion_peso-No.
1658,a0306c-9,scd_medicion_peso-No Sabe/No responde.
1659,a0306d-1,scd_medicion_reviso_pies-Si.
1660,a0306d-2,scd_medicion_reviso_pies-No.
1661,a0306d-9,scd_medicion_reviso_pies-No Sabe/No responde.
1662,a0306e-1,scd_sugerencia_alimentaria-Si.
1663,a0306e-2,scd_sugerencia_alimentaria-No.
1664,a0306e-9,scd_sugerencia_alimentaria-No Sabe/No responde.
1665,a0306f-1,scd_sugerencia_act_fisica-Si.
1666,a0306f-2,scd_sugerencia_act_fisica-No.
1667,a0306f-9,scd_sugerencia_act_fisica-No Sabe/No responde.
1668,a0306g-1,scd_sugerencia_control_diab-Si.
1669,a0306g-2,scd_sugerencia_control_diab-No.
1670,a0306g-9,scd_sugerencia_control_diab-No Sabe/No responde.
1671,a0306h-1,scd_medicion_vista-Si.
1672,a0306h-2,scd_medicion_vista-No.
1673,a0306h-9,scd_medicion_vista-No Sabe/No responde.
1674,a0306i-1,scd_revision_dental-Si.
1675,a0306i-2,scd_revision_dental-No.
1676,a0306i-9,scd_revision_dental-No Sabe/No responde.
1677,a0306j-1,scd_quimica_sanguinea-Si.
1678,a0306j-2,scd_quimica_sanguinea-No.
1679,a0306j-9,scd_quimica_sanguinea-No Sabe/No responde.
1680,a0306k-1,scd_medicion_orina-Si.
1681,a0306k-2,scd_medicion_orina-No.
1682,a0306k-9,scd_medicion_orina-No Sabe/No responde.
1683,a0306l-1,scd_explico_medicamentos-Si.
1684,a0306l-2,scd_explico_medicamentos-No.
1685,a0306l-9,scd_explico_medicamentos-No Sabe/No responde.
1686,a0307-1,"medicado_insulina_control_azucar-Sí, solo insulina."
1687,a0307-2,"medicado_insulina_control_azucar-Sí, solo pastillas."
1688,a0307-3,"medicado_insulina_control_azucar-Sí, ambas."
1689,a0307-4,medicado_insulina_control_azucar-Ninguno.
1690,a0310-1,insulina_todos_dias-SÍ.
1691,a0310-2,insulina_todos_dias-NO.
1692,a0310-8,insulina_todos_dias-No responde.
1693,a0312a-1,tx_control_azucar_otro_1-Plan de alimentación (dieta recomendada por personal de salu
1694,a0312a-2,tx_control_azucar_otro_1-Plan de ejercicio físico.
1695,a0312a-3,tx_control_azucar_otro_1-Medicina alternativa.
1696,a0312a-4,tx_control_azucar_otro_1-Otros.
1697,a0312a-5,tx_control_azucar_otro_1-Ninguno.
1698,a0312b-1,tx_control_azucar_otro_2-Plan de alimentación (dieta recomendada por personal de salu
1699,a0312b-2,tx_control_azucar_otro_2-Plan de ejercicio físico.
1700,a0312b-3,tx_control_azucar_otro_2-Medicina alternativa.
1701,a0312b-4,tx_control_azucar_otro_2-Otros.
1702,a0312b-5,tx_control_azucar_otro_2-Ninguno.
1703,a0313-1,tx_ultimos_6meses_suspendido-Sí.
1704,a0313-2,tx_ultimos_6meses_suspendido-No.
1705,a0313-9,tx_ultimos_6meses_suspendido-No sabe.
1706,a0314-1,tx_ultimos_suspendido_causa-Se le olvidó tomar los medicamentos.
1707,a0314-2,tx_ultimos_suspendido_causa-Consideró que no lo necesitaba.
1708,a0314-3,tx_ultimos_suspendido_causa-Tuvo miedo a la hipoglucemia.
1709,a0314-4,tx_ultimos_suspendido_causa-Tuvo temor sobre la seguridad del medicamento.
1710,a0314-5,tx_ultimos_suspendido_causa-No le surtieron los medicamentos en la unidad  Médica.
1711,a0314-6,tx_ultimos_suspendido_causa-No encontró el medicamento en la farmacia.
1712,a0314-7,tx_ultimos_suspendido_causa-No tuvo dinero para comprarlo(s).
1713,a0314-8,tx_ultimos_suspendido_causa-Otro.
1714,a0315a-1,ult_anio_evitar_comp_diab_medida_1-Revisión de la vista.
1715,a0315a-2,ult_anio_evitar_comp_diab_medida_1-Toma una aspirina diaria.
1716,a0315a-3,ult_anio_evitar_comp_diab_medida_1-Revisión de pies.
1717,a0315a-4,ult_anio_evitar_comp_diab_medida_1-Examen general de orina.
1718,a0315a-5,ult_anio_evitar_comp_diab_medida_1-Microalbuminuria (con recolección de orina de 24 horas).
1719,a0315a-6,ult_anio_evitar_comp_diab_medida_1-Medición de la presión arterial.
1720,a0315a-7,ult_anio_evitar_comp_diab_medida_1-Aplicación de vacuna contra influenza.
1721,a0315a-8,ult_anio_evitar_comp_diab_medida_1-Aplicación de vacuna contra neumococo.
1722,a0315a-9,ult_anio_evitar_comp_diab_medida_1-Medición del colesterol y los triglicéridos.
1723,a0315a-10,ult_anio_evitar_comp_diab_medida_1-Toma un medicamento para disminuir la concentración de coles
1724,a0315a-11,ult_anio_evitar_comp_diab_medida_1-Toma un medicamento para el control de su presión arterial (
1725,a0315a-12,ult_anio_evitar_comp_diab_medida_1-Dejó de fumar.
1726,a0315a-13,ult_anio_evitar_comp_diab_medida_1-Revisión dental.
1727,a0315a-14,ult_anio_evitar_comp_diab_medida_1-Recibió educación sobre su enfermedad.
1728,a0315a-15,ult_anio_evitar_comp_diab_medida_1-Electrocardiograma.
1729,a0315a-16,ult_anio_evitar_comp_diab_medida_1-Evita calzado que pueda lesionar   sus pies.
1730,a0315a-17,ult_anio_evitar_comp_diab_medida_1-Acude a algún grupo de ayuda mutua.
1731,a0315a-18,ult_anio_evitar_comp_diab_medida_1-Otro (especifica).
1732,a0315a-19,ult_anio_evitar_comp_diab_medida_1-No realiza ninguna medida preventiva.
1733,a0315a-20,ult_anio_evitar_comp_diab_medida_1-Medición de glucosa en sangre capilar en casa.
1734,a0315a-21,ult_anio_evitar_comp_diab_medida_1-Determinación de glucosa en sangre venosa.
1735,a0315a-22,ult_anio_evitar_comp_diab_medida_1-Determinación de hemoglobina glucosilada.
1736,a0315b-1,ult_anio_evitar_comp_diab_medida_2-Revisión de la vista.
1737,a0315b-2,ult_anio_evitar_comp_diab_medida_2-Toma una aspirina diaria.
1738,a0315b-3,ult_anio_evitar_comp_diab_medida_2-Revisión de pies.
1739,a0315b-4,ult_anio_evitar_comp_diab_medida_2-Examen general de orina.
1740,a0315b-5,ult_anio_evitar_comp_diab_medida_2-Microalbuminuria (con recolección de orina de 24 horas).
1741,a0315b-6,ult_anio_evitar_comp_diab_medida_2-Medición de la presión arterial.
1742,a0315b-7,ult_anio_evitar_comp_diab_medida_2-Aplicación de vacuna contra influenza.
1743,a0315b-8,ult_anio_evitar_comp_diab_medida_2-Aplicación de vacuna contra neumococo.
1744,a0315b-9,ult_anio_evitar_comp_diab_medida_2-Medición del colesterol y los triglicéridos.
1745,a0315b-10,ult_anio_evitar_comp_diab_medida_2-Toma un medicamento para disminuir la concentración de coles
1746,a0315b-11,ult_anio_evitar_comp_diab_medida_2-Toma un medicamento para el control de su presión arterial (
1747,a0315b-12,ult_anio_evitar_comp_diab_medida_2-Dejó de fumar.
1748,a0315b-13,ult_anio_evitar_comp_diab_medida_2-Revisión dental.
1749,a0315b-14,ult_anio_evitar_comp_diab_medida_2-Recibió educación sobre su enfermedad.
1750,a0315b-15,ult_anio_evitar_comp_diab_medida_2-Electrocardiograma.
1751,a0315b-16,ult_anio_evitar_comp_diab_medida_2-Evita calzado que pueda lesionar   sus pies.
1752,a0315b-17,ult_anio_evitar_comp_diab_medida_2-Acude a algún grupo de ayuda mutua.
1753,a0315b-18,ult_anio_evitar_comp_diab_medida_2-Otro (especifica).
1754,a0315b-19,ult_anio_evitar_comp_diab_medida_2-No realiza ninguna medida preventiva.
1755,a0315b-20,ult_anio_evitar_comp_diab_medida_2-Medición de glucosa en sangre capilar en casa.
1756,a0315b-21,ult_anio_evitar_comp_diab_medida_2-Determinación de glucosa en sangre venosa.
1757,a0315b-22,ult_anio_evitar_comp_diab_medida_2-Determinación de hemoglobina glucosilada.
1758,a0315c-1,ult_anio_evitar_comp_diab_medida_3-Revisión de la vista.
1759,a0315c-2,ult_anio_evitar_comp_diab_medida_3-Toma una aspirina diaria.
1760,a0315c-3,ult_anio_evitar_comp_diab_medida_3-Revisión de pies.
1761,a0315c-4,ult_anio_evitar_comp_diab_medida_3-Examen general de orina.
1762,a0315c-5,ult_anio_evitar_comp_diab_medida_3-Microalbuminuria (con recolección de orina de 24 horas).
1763,a0315c-6,ult_anio_evitar_comp_diab_medida_3-Medición de la presión arterial.
1764,a0315c-7,ult_anio_evitar_comp_diab_medida_3-Aplicación de vacuna contra influenza.
1765,a0315c-8,ult_anio_evitar_comp_diab_medida_3-Aplicación de vacuna contra neumococo.
1766,a0315c-9,ult_anio_evitar_comp_diab_medida_3-Medición del colesterol y los triglicéridos.
1767,a0315c-10,ult_anio_evitar_comp_diab_medida_3-Toma un medicamento para disminuir la concentración de coles
1768,a0315c-11,ult_anio_evitar_comp_diab_medida_3-Toma un medicamento para el control de su presión arterial (
1769,a0315c-12,ult_anio_evitar_comp_diab_medida_3-Dejó de fumar.
1770,a0315c-13,ult_anio_evitar_comp_diab_medida_3-Revisión dental.
1771,a0315c-14,ult_anio_evitar_comp_diab_medida_3-Recibió educación sobre su enfermedad.
1772,a0315c-15,ult_anio_evitar_comp_diab_medida_3-Electrocardiograma.
1773,a0315c-16,ult_anio_evitar_comp_diab_medida_3-Evita calzado que pueda lesionar   sus pies.
1774,a0315c-17,ult_anio_evitar_comp_diab_medida_3-Acude a algún grupo de ayuda mutua.
1775,a0315c-18,ult_anio_evitar_comp_diab_medida_3-Otro (especifica).
1776,a0315c-19,ult_anio_evitar_comp_diab_medida_3-No realiza ninguna medida preventiva.
1777,a0315c-20,ult_anio_evitar_comp_diab_medida_3-Medición de glucosa en sangre capilar en casa.
1778,a0315c-21,ult_anio_evitar_comp_diab_medida_3-Determinación de glucosa en sangre venosa.
1779,a0315c-22,ult_anio_evitar_comp_diab_medida_3-Determinación de hemoglobina glucosilada.
1780,a0315d-1,ult_anio_evitar_comp_diab_medida_4-Revisión de la vista.
1781,a0315d-2,ult_anio_evitar_comp_diab_medida_4-Toma una aspirina diaria.
1782,a0315d-3,ult_anio_evitar_comp_diab_medida_4-Revisión de pies.
1783,a0315d-4,ult_anio_evitar_comp_diab_medida_4-Examen general de orina.
1784,a0315d-5,ult_anio_evitar_comp_diab_medida_4-Microalbuminuria (con recolección de orina de 24 horas).
1785,a0315d-6,ult_anio_evitar_comp_diab_medida_4-Medición de la presión arterial.
1786,a0315d-7,ult_anio_evitar_comp_diab_medida_4-Aplicación de vacuna contra influenza.
1787,a0315d-8,ult_anio_evitar_comp_diab_medida_4-Aplicación de vacuna contra neumococo.
1788,a0315d-9,ult_anio_evitar_comp_diab_medida_4-Medición del colesterol y los triglicéridos.
1789,a0315d-10,ult_anio_evitar_comp_diab_medida_4-Toma un medicamento para disminuir la concentración de coles
1790,a0315d-11,ult_anio_evitar_comp_diab_medida_4-Toma un medicamento para el control de su presión arterial (
1791,a0315d-12,ult_anio_evitar_comp_diab_medida_4-Dejó de fumar.
1792,a0315d-13,ult_anio_evitar_comp_diab_medida_4-Revisión dental.
1793,a0315d-14,ult_anio_evitar_comp_diab_medida_4-Recibió educación sobre su enfermedad.
1794,a0315d-15,ult_anio_evitar_comp_diab_medida_4-Electrocardiograma.
1795,a0315d-16,ult_anio_evitar_comp_diab_medida_4-Evita calzado que pueda lesionar   sus pies.
1796,a0315d-17,ult_anio_evitar_comp_diab_medida_4-Acude a algún grupo de ayuda mutua.
1797,a0315d-18,ult_anio_evitar_comp_diab_medida_4-Otro (especifica).
1798,a0315d-19,ult_anio_evitar_comp_diab_medida_4-No realiza ninguna medida preventiva.
1799,a0315d-20,ult_anio_evitar_comp_diab_medida_4-Medición de glucosa en sangre capilar en casa.
1800,a0315d-21,ult_anio_evitar_comp_diab_medida_4-Determinación de glucosa en sangre venosa.
1801,a0315d-22,ult_anio_evitar_comp_diab_medida_4-Determinación de hemoglobina glucosilada.
1802,a0316a-1,x_diab_ulceras-SI
1803,a0316a-2,x_diab_ulceras-NO
1804,a0316b-1,x_diab_amputacion-SI
1805,a0316b-2,x_diab_amputacion-NO
1806,a0316c-1,x_diab_disminuido_vision-SI
1807,a0316c-2,x_diab_disminuido_vision-NO
1808,a0316d-1,x_diab_perdida_vision-SI
1809,a0316d-2,x_diab_perdida_vision-NO
1810,a0316e-1,x_diab_dialisis-SI
1811,a0316e-2,x_diab_dialisis-NO
1812,a0316f-1,x_diab_infarto_corazon-SI
1813,a0316f-2,x_diab_infarto_corazon-NO
1814,a0316g-1,x_diab_infarto_cerebral-SI
1815,a0316g-2,x_diab_infarto_cerebral-NO
1816,a0316h-1,x_diab_pie_diabetico-SI
1817,a0316h-2,x_diab_pie_diabetico-NO
1818,a0316i-1,x_diab_coma_diabetico-SI
1819,a0316i-2,x_diab_coma_diabetico-NO
1820,a0316j-1,x_diab_episodio_diverso-SI
1821,a0316j-2,x_diab_episodio_diverso-NO
1822,a0401-1,dx_presion_alta-SÍ.
1823,a0401-2,"dx_presion_alta-SÍ, durante el embarazo."
1824,a0401-3,dx_presion_alta-NO.
1825,a0403-1,dx_presion_alta_embarazada-SÍ.
1826,a0403-2,dx_presion_alta_embarazada-NO.
1827,a0404-1,tx_control_presion_alta-SÍ.
1828,a0404-2,tx_control_presion_alta-NO.
1829,a0407-1,lugar_atiende_presion-Instituto Mexicano del Seguro Social (IMSS).
1830,a0407-2,lugar_atiende_presion-ISSSTE/ISSSTE Estatal.
1831,a0407-3,lugar_atiende_presion-PEMEX.
1832,a0407-4,lugar_atiende_presion-Defensa.
1833,a0407-5,lugar_atiende_presion-Marina.
1834,a0407-6,lugar_atiende_presion-Centro de Salud u Hospital de la SSA.
1835,a0407-7,lugar_atiende_presion-IMSS Bienestar (antes Oportunidades).
1836,a0407-8,"lugar_atiende_presion-DIF federal, estatal o municipal."
1837,a0407-9,lugar_atiende_presion-Cruz Roja/Cruz Verde.
1838,a0407-10,lugar_atiende_presion-Instituto Nacional de Salud.
