subcategoria,var,var_alias,description,visibility,var_type,is_category,values,campo_unificado,class
IX. VACUNACION ADULTOS Y ADULTOS MAYORES,otras_vacunas,o_vac1,¿Existen Otras Vacunas?,visible,options,TRUE,"{'is_category': 'true', 'options': {'1': 'Sí', '2': 'No'}}",otras_vacunas,FALSE
IX. VACUNACION ADULTOS Y ADULTOS MAYORES,mostrar_cartilla_vacunacion,a0914,"¿Me puede mostrar su Cartilla Nacional de Salud del Adulto Mayor, el documento probatorio o comprobante en el que le registran las vacunas que le han aplicado?",visible,options,TRUE,"{'is_category': 'true', 'options': {'1': 'Sí mostró la Cartilla Nacional de Salud (Adultos mayores de', '2': 'Sí mostró documento probatorio o comprobante.', '3': 'Sí la tiene, pero no la mostró.', '4': 'No tiene cartilla.', '5': 'Sí mostró la Cartilla, pero no tiene información.'}}",mostrar_cartilla_vacunacion,FALSE
IX. VACUNACION ADULTOS Y ADULTOS MAYORES,motivo_no_mostrar_cartilla,a0915,¿Por qué no tiene la cartilla?,visible,options,TRUE,"{'is_category': 'true', 'options': {'1': 'No se la han dado.', '2': 'La extravió.', '3': 'No le han dado la reposición.', '4': 'No la tiene disponible en este momento.', '5': 'Vivienda afectada por sismo u otro desastre natural.', '6': 'Otra.', '9': 'No sabe.'}}",motivo_no_mostrar_cartilla,FALSE
IX. VACUNACION ADULTOS Y ADULTOS MAYORES,vacunado_neumococo,a0917,¿Le han aplicado la vacuna contra el Neumococo?,visible,options,TRUE,"{'is_category': 'true', 'options': {'1': 'SÍ.', '2': 'NO.', '9': 'No sabe / No recuerda.'}}",vacunado_neumococo,FALSE
IX. VACUNACION ADULTOS Y ADULTOS MAYORES,veces_vacunado_neumococo,a0918,¿Cuántas veces le han aplicado la vacuna contra el Neumococo?,visible,abierta,FALSE,"{'is_category': 'false', 'min': 0, 'max': 0}",veces_vacunado_neumococo,FALSE
IX. VACUNACION ADULTOS Y ADULTOS MAYORES,vacunado_tet,a0919,¿Le han aplicado la vacuna contra el Tétanos?,visible,options,TRUE,"{'is_category': 'true', 'options': {'1': 'SÍ.', '2': 'NO.', '9': 'No sabe / No recuerda.'}}",vacunado_tet,FALSE
IX. VACUNACION ADULTOS Y ADULTOS MAYORES,veces_vacunado_tet,a0920,¿Cuántas veces se le han aplicado la vacuna contra el Tétanos?,visible,abierta,FALSE,"{'is_category': 'false', 'min': 0, 'max': 0}",veces_vacunado_tet,FALSE
IX. VACUNACION ADULTOS Y ADULTOS MAYORES,vacunado_influenza,a0921,"A partir de septiembre del año pasado y hasta el día de hoy, ¿le han aplicado la vacuna contra la Influenza?",visible,options,TRUE,"{'is_category': 'true', 'options': {'1': 'SÍ.', '2': 'NO.', '9': 'No sabe / No recuerda.'}}",vacunado_influenza,FALSE
IX. VACUNACION ADULTOS Y ADULTOS MAYORES,neumo_unica_dosis,a09221a,Neumocócica Polisacárida Dosis Unica (Neumonía por neumococo) administrada.,visible,options,TRUE,"{'is_category': 'true', 'options': {'1': 'Sí.', '2': 'NO.'}}",neumo_unica_dosis,FALSE
IX. VACUNACION ADULTOS Y ADULTOS MAYORES,neumo_unica_dosis_fecha,a09221bd,Neumocócica Polisacárida Dosis Unica (Neumonía por neumococo) Fecha aplicación (ddmmaaaa).,visible,abierta,FALSE,"{'is_category': 'false', 'min': 20010901.0, 'max': 20201214.0}",neumo_unica_dosis_fecha,FALSE
IX. VACUNACION ADULTOS Y ADULTOS MAYORES,neumo_unica_dosis_institucion,a09221c,Neumocócica Polisacárida Dosis Unica (Neumonía por neumococo) institución de aplicación.,visible,options,TRUE,"{'is_category': 'true', 'options': {'1': 'Seguro Social (IMSS).', '2': 'ISSSTE.', '3': 'ISSSTE Estatal.', '4': 'Pemex.', '5': 'Defensa.', '6': 'Marina.', '7': 'Centro de Salud u Hospital de la SSA.', '8': 'IMSS Bienestar (antes Prospera).', '9': 'Consultorios dependientes de farmacias.', '10': 'Consultorio, clínica u hospital privado.', '11': 'Escuela.', '12': 'Otro lugar (especifica).', '99': 'No sabe / No recuerda.'}}",neumo_unica_dosis_institucion,FALSE
IX. VACUNACION ADULTOS Y ADULTOS MAYORES,neumo_unica_dosis_administrada,a09222a,Neumocócica Polisacárida dosis Inicial (Neumonía por neumococo) administrada.,visible,options,TRUE,"{'is_category': 'true', 'options': {'1': 'Sí.', '2': 'NO.'}}",neumo_unica_dosis_administrada,FALSE
IX. VACUNACION ADULTOS Y ADULTOS MAYORES,neumo_revacuna_dosis_administrada,a09223a,Neumocócica Polisacárida Revacunación única (Neumonía por neumococo) administrada.,visible,options,TRUE,"{'is_category': 'true', 'options': {'1': 'Sí.', '2': 'NO.'}}",neumo_revacuna_dosis_administrada,FALSE
IX. VACUNACION ADULTOS Y ADULTOS MAYORES,td_refuerzo_dosis,a09231a,Td (tétanos y difteria) Refuerzo administrada.,visible,options,TRUE,"{'is_category': 'true', 'options': {'1': 'Sí.', '2': 'NO.'}}",td_refuerzo_dosis,FALSE
IX. VACUNACION ADULTOS Y ADULTOS MAYORES,td_refuerzo_dosis_fecha,a09231bd,Td (tétanos y difteria) Refuerzo Fecha aplicación (ddmmaaaa).,visible,abierta,FALSE,"{'is_category': 'false', 'min': 19940922.0, 'max': 20210801.0}",td_refuerzo_dosis_fecha,FALSE
IX. VACUNACION ADULTOS Y ADULTOS MAYORES,td_refuerzo_dosis_institucion,a09231c,Td (tétanos y difteria) Refuerzo institución de aplicación.,visible,options,TRUE,"{'is_category': 'true', 'options': {'1': 'Seguro Social (IMSS).', '2': 'ISSSTE.', '3': 'ISSSTE Estatal.', '4': 'Pemex.', '5': 'Defensa.', '6': 'Marina.', '7': 'Centro de Salud u Hospital de la SSA.', '8': 'IMSS Bienestar (antes Prospera).', '9': 'Consultorios dependientes de farmacias.', '10': 'Consultorio, clínica u hospital privado.', '11': 'Escuela.', '12': 'Otro lugar (especifica).', '99': 'No sabe / No recuerda.'}}",td_refuerzo_dosis_institucion,FALSE
IX. VACUNACION ADULTOS Y ADULTOS MAYORES,td_primera_dosis_2,a09232a,Td (tétanos y difteria) Primera dosis dosis administrada.,visible,options,TRUE,"{'is_category': 'true', 'options': {'1': 'Sí.', '2': 'NO.'}}",td_primera_dosis_2,FALSE
IX. VACUNACION ADULTOS Y ADULTOS MAYORES,td_primera_dosis_2_fecha,a09232bd,Td (tétanos y difteria) Primera dosis dosis Fecha aplicación (ddmmaaaa).,visible,abierta,FALSE,"{'is_category': 'false', 'min': 19941215.0, 'max': 20210815.0}",td_primera_dosis_2_fecha,FALSE
IX. VACUNACION ADULTOS Y ADULTOS MAYORES,td_primera_dosis_2_institucion,a09232c,Td (tétanos y difteria) Primera dosis dosis institución de aplicación.,visible,options,TRUE,"{'is_category': 'true', 'options': {'1': 'Seguro Social (IMSS).', '2': 'ISSSTE.', '3': 'ISSSTE Estatal.', '4': 'Pemex.', '5': 'Defensa.', '6': 'Marina.', '7': 'Centro de Salud u Hospital de la SSA.', '8': 'IMSS Bienestar (antes Prospera).', '9': 'Consultorios dependientes de farmacias.', '10': 'Consultorio, clínica u hospital privado.', '11': 'Escuela.', '12': 'Otro lugar (especifica).', '99': 'No sabe / No recuerda.'}}",td_primera_dosis_2_institucion,FALSE
IX. VACUNACION ADULTOS Y ADULTOS MAYORES,td_segunda_dosis_2,a09233a,Td (tétanos y difteria) Segunda dosis dosis administrada.,visible,options,TRUE,"{'is_category': 'true', 'options': {'1': 'Sí.', '2': 'NO.'}}",td_segunda_dosis_2,FALSE
IX. VACUNACION ADULTOS Y ADULTOS MAYORES,td_tercera_dosis_2,a09234a,Td (tétanos y difteria) Tercera dosis dosis administrada.,visible,options,TRUE,"{'is_category': 'true', 'options': {'1': 'Sí.', '2': 'NO.'}}",td_tercera_dosis_2,FALSE
IX. VACUNACION ADULTOS Y ADULTOS MAYORES,inf_estacional_unica_dosis,a09241a,Influenza estacional ( De septiembre de 2017 a la fecha) Única dosis administrada.,visible,options,TRUE,"{'is_category': 'true', 'options': {'1': 'Sí.', '2': 'NO.'}}",inf_estacional_unica_dosis,FALSE
IX. VACUNACION ADULTOS Y ADULTOS MAYORES,inf_estacional_unica_dosis_fecha,a09241bd,Influenza estacional ( De septiembre de 2017 a la fecha) Única dosis Fecha aplicación (ddmmaaaa).,visible,abierta,FALSE,"{'is_category': 'false', 'min': 20041112.0, 'max': 20210602.0}",inf_estacional_unica_dosis_fecha,FALSE
IX. VACUNACION ADULTOS Y ADULTOS MAYORES,inf_estacional_unica_dosis_aplicacion,a09241c,Influenza estacional ( De septiembre de 2017 a la fecha) Única dosis institución de aplicación.,visible,options,TRUE,"{'is_category': 'true', 'options': {'1': 'Seguro Social (IMSS).', '2': 'ISSSTE.', '3': 'ISSSTE Estatal.', '4': 'Pemex.', '5': 'Defensa.', '6': 'Marina.', '7': 'Centro de Salud u Hospital de la SSA.', '8': 'IMSS Bienestar (antes Prospera).', '9': 'Consultorios dependientes de farmacias.', '10': 'Consultorio, clínica u hospital privado.', '11': 'Escuela.', '12': 'Otro lugar (especifica).', '99': 'No sabe / No recuerda.'}}",inf_estacional_unica_dosis_aplicacion,FALSE
IX. VACUNACION ADULTOS Y ADULTOS MAYORES,otras_vacunas_2,o_vac11,¿Existen Otras Vacunas?,visible,options,TRUE,"{'is_category': 'true', 'options': {'1': 'Sí', '2': 'No'}}",otras_vacunas_2,FALSE
X. PROGRAMAS PREVENTIVOS,prueba_papanicolaou,a1001a,a) prueba de papanicolaou?,visible,options,TRUE,"{'is_category': 'true', 'options': {'1': 'Sí', '2': 'No'}}",prueba_papanicolaou,FALSE
X. PROGRAMAS PREVENTIVOS,prueba_pap_institucion,a1002a,¿En qué institución le dieron servicio?,visible,options,TRUE,"{'is_category': 'true', 'options': {'1': 'IMSS Prospera', '2': 'IMSS', '3': 'Secretaria de Salud', '4': 'Seguro Popular (SSA)', '5': 'DIF, Cruz Roja, INI', '6': 'ISSSTE, ISSSTE Estatal', '7': 'Marina, Defensa, Pemex', '8': 'Consultorio, clinica u hospital privado', '9': 'Hospital Civil', '10': 'Instituciones nacionales', '11': 'Consultorios dependientes de farmacias', '12': 'Otra institución', '99': 'Nos sabe'}}",prueba_pap_institucion,FALSE
X. PROGRAMAS PREVENTIVOS,prueba_pap_algun_sintoma,a1003a,¿Presentaba algún síntoma por el que le realizaron la prueba de detección?,visible,options,TRUE,"{'is_category': 'true', 'options': {'1': 'Sí', '2': 'No'}}",prueba_pap_algun_sintoma,FALSE
X. PROGRAMAS PREVENTIVOS,prueba_pap_resultado,a1004a,¿Le entregaron el resultado del estudio? ,visible,options,TRUE,"{'is_category': 'true', 'options': {'1': 'Sí', '2': 'No'}}",prueba_pap_resultado,FALSE
X. PROGRAMAS PREVENTIVOS,prueba_pap_diagnostico,a1005a,¿Qué diagnóstico le dieron?,visible,options,TRUE,"{'is_category': 'true', 'options': {'1': 'Positivo', '2': 'Bien o Negativo', '8': 'No responde', '9': 'No sabe'}}",prueba_pap_diagnostico,FALSE
X. PROGRAMAS PREVENTIVOS,prueba_vph,a1001b,b) prueba del virus del papiloma?,visible,options,TRUE,"{'is_category': 'true', 'options': {'1': 'Sí', '2': 'No'}}",prueba_vph,FALSE
X. PROGRAMAS PREVENTIVOS,prueba_vph_institucion,a1002b,¿En qué institución le dieron servicio?,visible,options,TRUE,"{'is_category': 'true', 'options': {'1': 'IMSS Prospera', '2': 'IMSS', '3': 'Secretaria de Salud', '4': 'Seguro Popular (SSA)', '5': 'DIF, Cruz Roja, INI', '6': 'ISSSTE, ISSSTE Estatal', '7': 'Marina, Defensa, Pemex', '8': 'Consultorio, clinica u hospital privado', '9': 'Hospital Civil', '10': 'Instituciones nacionales', '11': 'Consultorios dependientes de farmacias', '12': 'Otra institución', '99': 'Nos sabe'}}",prueba_vph_institucion,FALSE
X. PROGRAMAS PREVENTIVOS,prueba_vph_algun_sintoma,a1003b,¿Presentaba algún síntoma por el que le realizaron la prueba de detección?,visible,options,TRUE,"{'is_category': 'true', 'options': {'1': 'Sí', '2': 'No'}}",prueba_vph_algun_sintoma,FALSE
X. PROGRAMAS PREVENTIVOS,prueba_vph_resultado,a1004b,¿Le entregaron el resultado del estudio? ,visible,options,TRUE,"{'is_category': 'true', 'options': {'1': 'Sí', '2': 'No'}}",prueba_vph_resultado,FALSE
X. PROGRAMAS PREVENTIVOS,prueba_vph_diagnostico,a1005b,¿Qué diagnóstico le dieron?,visible,options,TRUE,"{'is_category': 'true', 'options': {'1': 'Positivo', '2': 'Bien o Negativo', '8': 'No responde', '9': 'No sabe'}}",prueba_vph_diagnostico,FALSE
X. PROGRAMAS PREVENTIVOS,prueba_exploracion_clinica,a1001c,c)exploración clínica de los enos?,visible,options,TRUE,"{'is_category': 'true', 'options': {'1': 'Sí', '2': 'No'}}",prueba_exploracion_clinica,FALSE
X. PROGRAMAS PREVENTIVOS,prueba_exploracion_clinica_institucion,a1002c,¿En qué institución le dieron servicio?,visible,options,TRUE,"{'is_category': 'true', 'options': {'1': 'IMSS Prospera', '2': 'IMSS', '3': 'Secretaria de Salud', '4': 'Seguro Popular (SSA)', '5': 'DIF, Cruz Roja, INI', '6': 'ISSSTE, ISSSTE Estatal', '7': 'Marina, Defensa, Pemex', '8': 'Consultorio, clinica u hospital privado', '9': 'Hospital Civil', '10': 'Instituciones nacionales', '11': 'Consultorios dependientes de farmacias', '12': 'Otra institución', '99': 'Nos sabe'}}",prueba_exploracion_clinica_institucion,FALSE
X. PROGRAMAS PREVENTIVOS,prueba_exploracion_clinica_sintoma,a1003c,¿Presentaba algún síntoma por el que le realizaron la prueba de detección?,visible,options,TRUE,"{'is_category': 'true', 'options': {'1': 'Sí', '2': 'No'}}",prueba_exploracion_clinica_sintoma,FALSE
X. PROGRAMAS PREVENTIVOS,prueba_exploracion_clinica_resultados,a1004c,¿Le entregaron el resultado del estudio?,visible,options,TRUE,"{'is_category': 'true', 'options': {'1': 'Sí', '2': 'No'}}",prueba_exploracion_clinica_resultados,FALSE
X. PROGRAMAS PREVENTIVOS,prueba_exploracion_clinica_diagnostico,a1005c,¿Qué diagnóstico le dieron?,visible,options,TRUE,"{'is_category': 'true', 'options': {'1': 'Positivo', '2': 'Bien o Negativo', '8': 'No responde', '9': 'No sabe'}}",prueba_exploracion_clinica_diagnostico,FALSE
X. PROGRAMAS PREVENTIVOS,prueba_cancer,a1001d,d) detección de cáncer de mama?,visible,options,TRUE,"{'is_category': 'true', 'options': {'1': 'Sí', '2': 'No'}}",prueba_cancer,FALSE
X. PROGRAMAS PREVENTIVOS,prueba_cancer_institucion,a1002d,¿En qué institución le dieron servicio?,visible,options,TRUE,"{'is_category': 'true', 'options': {'1': 'IMSS Prospera', '2': 'IMSS', '3': 'Secretaria de Salud', '4': 'Seguro Popular (SSA)', '5': 'DIF, Cruz Roja, INI', '6': 'ISSSTE, ISSSTE Estatal', '7': 'Marina, Defensa, Pemex', '8': 'Consultorio, clinica u hospital privado', '9': 'Hospital Civil', '10': 'Instituciones nacionales', '11': 'Consultorios dependientes de farmacias', '12': 'Otra institución', '99': 'Nos sabe'}}",prueba_cancer_institucion,FALSE
X. PROGRAMAS PREVENTIVOS,prueba_cancer_algun_sintoma,a1003d,¿Presentaba algún síntoma por el que le realizaron la prueba de detección?,visible,options,TRUE,"{'is_category': 'true', 'options': {'1': 'Sí', '2': 'No'}}",prueba_cancer_algun_sintoma,FALSE
X. PROGRAMAS PREVENTIVOS,prueba_cancer_resultados,a1004d,¿Le entregaron el resultado del estudio?,visible,options,TRUE,"{'is_category': 'true', 'options': {'1': 'Sí', '2': 'No'}}",prueba_cancer_resultados,FALSE
X. PROGRAMAS PREVENTIVOS,prueba_cancer_diagnostico,a1005d,¿Qué diagnóstico le dieron?,visible,options,TRUE,"{'is_category': 'true', 'options': {'1': 'Positivo', '2': 'Bien o Negativo', '8': 'No responde', '9': 'No sabe'}}",prueba_cancer_diagnostico,FALSE
X. PROGRAMAS PREVENTIVOS,prueba_tuberculosis,a1001e,e)detección de tuberculosis?,visible,options,TRUE,"{'is_category': 'true', 'options': {'1': 'Sí', '2': 'No'}}",prueba_tuberculosis,FALSE
X. PROGRAMAS PREVENTIVOS,prueba_tuberculosis_institucion,a1002e,¿En qué institución le dieron servicio?,visible,options,TRUE,"{'is_category': 'true', 'options': {'1': 'IMSS Prospera', '2': 'IMSS', '3': 'Secretaria de Salud', '4': 'Seguro Popular (SSA)', '5': 'DIF, Cruz Roja, INI', '6': 'ISSSTE, ISSSTE Estatal', '7': 'Marina, Defensa, Pemex', '8': 'Consultorio, clinica u hospital privado', '9': 'Hospital Civil', '10': 'Instituciones nacionales', '11': 'Consultorios dependientes de farmacias', '12': 'Otra institución', '99': 'Nos sabe'}}",prueba_tuberculosis_institucion,FALSE
X. PROGRAMAS PREVENTIVOS,prueba_tuberculosis_sintoma,a1003e,¿Presentaba algún síntoma por el que le realizaron la prueba de detección? Prioridad 5,visible,options,TRUE,"{'is_category': 'true', 'options': {'1': 'Sí', '2': 'No'}}",prueba_tuberculosis_sintoma,FALSE
X. PROGRAMAS PREVENTIVOS,prueba_tuberculosis_resultado,a1004e,¿Le entregaron el resultado del estudio? Prioridad 5,visible,options,TRUE,"{'is_category': 'true', 'options': {'1': 'Sí', '2': 'No'}}",prueba_tuberculosis_resultado,FALSE
X. PROGRAMAS PREVENTIVOS,prueba_tuberculosis_diagnostico,a1005e,¿Qué diagnóstico le dieron?,visible,options,TRUE,"{'is_category': 'true', 'options': {'1': 'Positivo', '2': 'Bien o Negativo', '8': 'No responde', '9': 'No sabe'}}",prueba_tuberculosis_diagnostico,FALSE
X. PROGRAMAS PREVENTIVOS,prueba_sobrepeso_obes,a1001f,f) detección de sobrepeso u obesidad?,visible,options,TRUE,"{'is_category': 'true', 'options': {'1': 'Sí', '2': 'No'}}",prueba_sobrepeso_obes,FALSE
X. PROGRAMAS PREVENTIVOS,prueba_sobrepeso_obes_institucion,a1002f,¿En qué institución le dieron servicio?,visible,options,TRUE,"{'is_category': 'true', 'options': {'1': 'IMSS Prospera', '2': 'IMSS', '3': 'Secretaria de Salud', '4': 'Seguro Popular (SSA)', '5': 'DIF, Cruz Roja, INI', '6': 'ISSSTE, ISSSTE Estatal', '7': 'Marina, Defensa, Pemex', '8': 'Consultorio, clinica u hospital privado', '9': 'Hospital Civil', '10': 'Instituciones nacionales', '11': 'Consultorios dependientes de farmacias', '12': 'Otra institución', '99': 'Nos sabe'}}",prueba_sobrepeso_obes_institucion,FALSE
X. PROGRAMAS PREVENTIVOS,prueba_sobrepeso_obes_sintoma,a1003f,¿Presentaba algún síntoma por el que le realizaron la prueba de detección?,visible,options,TRUE,"{'is_category': 'true', 'options': {'1': 'Sí', '2': 'No'}}",prueba_sobrepeso_obes_sintoma,FALSE
X. PROGRAMAS PREVENTIVOS,prueba_sobrepeso_obes_resultado,a1004f,¿Le entregaron el resultado del estudio?,visible,options,TRUE,"{'is_category': 'true', 'options': {'1': 'Sí', '2': 'No'}}",prueba_sobrepeso_obes_resultado,FALSE
X. PROGRAMAS PREVENTIVOS,prueba_sobrepeso_obes_diagnostico,a1005f,¿Qué diagnóstico le dieron?,visible,options,TRUE,"{'is_category': 'true', 'options': {'1': 'Positivo', '2': 'Bien o Negativo', '8': 'No responde', '9': 'No sabe'}}",prueba_sobrepeso_obes_diagnostico,FALSE
X. PROGRAMAS PREVENTIVOS,prueba_sobrepeso_obes_tratamiento,a1006f,¿Recibió tratamiento?,visible,options,TRUE,"{'is_category': 'true', 'options': {'1': 'Sí', '2': 'No'}}",prueba_sobrepeso_obes_tratamiento,FALSE
X. PROGRAMAS PREVENTIVOS,prueba_diabetes,a1001g,g) detección de diabetes?,visible,options,TRUE,"{'is_category': 'true', 'options': {'1': 'Sí', '2': 'No'}}",prueba_diabetes,FALSE
X. PROGRAMAS PREVENTIVOS,prueba_diabetes_institucion,a1002g,¿En qué institución le dieron servicio?,visible,options,TRUE,"{'is_category': 'true', 'options': {'1': 'IMSS Prospera', '2': 'IMSS', '3': 'Secretaria de Salud', '4': 'Seguro Popular (SSA)', '5': 'DIF, Cruz Roja, INI', '6': 'ISSSTE, ISSSTE Estatal', '7': 'Marina, Defensa, Pemex', '8': 'Consultorio, clinica u hospital privado', '9': 'Hospital Civil', '10': 'Instituciones nacionales', '11': 'Consultorios dependientes de farmacias', '12': 'Otra institución', '99': 'Nos sabe'}}",prueba_diabetes_institucion,FALSE
X. PROGRAMAS PREVENTIVOS,prueba_diabetes_intoma,a1003g,¿Presentaba algún síntoma por el que le realizaron la prueba de detección?,visible,options,TRUE,"{'is_category': 'true', 'options': {'1': 'Sí', '2': 'No'}}",prueba_diabetes_intoma,FALSE
X. PROGRAMAS PREVENTIVOS,prueba_diabetes_resultado,a1004g,¿Le entregaron el resultado del estudio?,visible,options,TRUE,"{'is_category': 'true', 'options': {'1': 'Sí', '2': 'No'}}",prueba_diabetes_resultado,FALSE
X. PROGRAMAS PREVENTIVOS,prueba_diabetes_diagnostico,a1005g,¿Qué diagnóstico le dieron?,visible,options,TRUE,"{'is_category': 'true', 'options': {'1': 'Positivo', '2': 'Bien o Negativo', '8': 'No responde', '9': 'No sabe'}}",prueba_diabetes_diagnostico,FALSE
X. PROGRAMAS PREVENTIVOS,prueba_hipertension,a1001h,h) detección de hipertensión?,visible,options,TRUE,"{'is_category': 'true', 'options': {'1': 'Sí', '2': 'No'}}",prueba_hipertension,FALSE
X. PROGRAMAS PREVENTIVOS,prueba_hipertension_institucion,a1002h,¿En qué institución le dieron servicio?,visible,options,TRUE,"{'is_category': 'true', 'options': {'1': 'IMSS Prospera', '2': 'IMSS', '3': 'Secretaria de Salud', '4': 'Seguro Popular (SSA)', '5': 'DIF, Cruz Roja, INI', '6': 'ISSSTE, ISSSTE Estatal', '7': 'Marina, Defensa, Pemex', '8': 'Consultorio, clinica u hospital privado', '9': 'Hospital Civil', '10': 'Instituciones nacionales', '11': 'Consultorios dependientes de farmacias', '12': 'Otra institución', '99': 'Nos sabe'}}",prueba_hipertension_institucion,FALSE
X. PROGRAMAS PREVENTIVOS,prueba_hipertension_sintoma,a1003h,¿Presentaba algún síntoma por el que le realizaron la prueba de detección?,visible,options,TRUE,"{'is_category': 'true', 'options': {'1': 'Sí', '2': 'No'}}",prueba_hipertension_sintoma,FALSE
X. PROGRAMAS PREVENTIVOS,prueba_hipertension_resultado,a1004h,¿Le entregaron el resultado del estudio?,visible,options,TRUE,"{'is_category': 'true', 'options': {'1': 'Sí', '2': 'No'}}",prueba_hipertension_resultado,FALSE
X. PROGRAMAS PREVENTIVOS,prueba_hipertension_diagnostico,a1005h,¿Qué diagnóstico le dieron?,visible,options,TRUE,"{'is_category': 'true', 'options': {'1': 'Positivo', '2': 'Bien o Negativo', '8': 'No responde', '9': 'No sabe'}}",prueba_hipertension_diagnostico,FALSE
X. PROGRAMAS PREVENTIVOS,prueba_col_trig,a1001i,i) detección de colesterol o triglicéridos altos (examen de sangre)?,visible,options,TRUE,"{'is_category': 'true', 'options': {'1': 'Sí', '2': 'No'}}",prueba_col_trig,FALSE
X. PROGRAMAS PREVENTIVOS,prueba_col_trig_institucion,a1002i,¿En qué institución le dieron servicio?,visible,options,TRUE,"{'is_category': 'true', 'options': {'1': 'IMSS Prospera', '2': 'IMSS', '3': 'Secretaria de Salud', '4': 'Seguro Popular (SSA)', '5': 'DIF, Cruz Roja, INI', '6': 'ISSSTE, ISSSTE Estatal', '7': 'Marina, Defensa, Pemex', '8': 'Consultorio, clinica u hospital privado', '9': 'Hospital Civil', '10': 'Instituciones nacionales', '11': 'Consultorios dependientes de farmacias', '12': 'Otra institución', '99': 'Nos sabe'}}",prueba_col_trig_institucion,FALSE
X. PROGRAMAS PREVENTIVOS,prueba_col_trig_sintoma,a1003i,¿Presentaba algún síntoma por el que le realizaron la prueba de detección?,visible,options,TRUE,"{'is_category': 'true', 'options': {'1': 'Sí', '2': 'No'}}",prueba_col_trig_sintoma,FALSE
X. PROGRAMAS PREVENTIVOS,prueba_col_trig_resultado,a1004i,¿Le entregaron el resultado del estudio? ,visible,options,TRUE,"{'is_category': 'true', 'options': {'1': 'Sí', '2': 'No'}}",prueba_col_trig_resultado,FALSE
X. PROGRAMAS PREVENTIVOS,prueba_col_trig_diagnostico,a1005i,¿Qué diagnóstico le dieron?,visible,options,TRUE,"{'is_category': 'true', 'options': {'1': 'Positivo', '2': 'Bien o Negativo', '8': 'No responde', '9': 'No sabe'}}",prueba_col_trig_diagnostico,FALSE
X. PROGRAMAS PREVENTIVOS,prueba_cancer_prostata,a1001j,j) detección de cáncer de próstata (análisis de sangre para detectar antígenos prostáticos)?,visible,options,TRUE,"{'is_category': 'true', 'options': {'1': 'Sí', '2': 'No'}}",prueba_cancer_prostata,FALSE
X. PROGRAMAS PREVENTIVOS,prueba_cancer_prostata_institucion,a1002j,¿En qué institución le dieron servicio?,visible,options,TRUE,"{'is_category': 'true', 'options': {'1': 'IMSS Prospera', '2': 'IMSS', '3': 'Secretaria de Salud', '4': 'Seguro Popular (SSA)', '5': 'DIF, Cruz Roja, INI', '6': 'ISSSTE, ISSSTE Estatal', '7': 'Marina, Defensa, Pemex', '8': 'Consultorio, clinica u hospital privado', '9': 'Hospital Civil', '10': 'Instituciones nacionales', '11': 'Consultorios dependientes de farmacias', '12': 'Otra institución', '99': 'Nos sabe'}}",prueba_cancer_prostata_institucion,FALSE
X. PROGRAMAS PREVENTIVOS,prueba_cancer_prostata_sintoma,a1003j,¿Presentaba algún síntoma por el que le realizaron la prueba de detección?,visible,options,TRUE,"{'is_category': 'true', 'options': {'1': 'Sí', '2': 'No'}}",prueba_cancer_prostata_sintoma,FALSE
X. PROGRAMAS PREVENTIVOS,prueba_cancer_prostata_resultado,a1004j,¿Le entregaron el resultado del estudio?,visible,options,TRUE,"{'is_category': 'true', 'options': {'1': 'Sí', '2': 'No'}}",prueba_cancer_prostata_resultado,FALSE
X. PROGRAMAS PREVENTIVOS,prueba_cancer_prostata_diagnostico,a1005j,¿Qué diagnóstico le dieron?,visible,options,TRUE,"{'is_category': 'true', 'options': {'1': 'Positivo', '2': 'Bien o Negativo', '8': 'No responde', '9': 'No sabe'}}",prueba_cancer_prostata_diagnostico,FALSE
X. PROGRAMAS PREVENTIVOS,prueba_tacto_rectal,a1001k,k) prueba de tacto rectal para detectar cáncer de próstata?,visible,options,TRUE,"{'is_category': 'true', 'options': {'1': 'Sí', '2': 'No'}}",prueba_tacto_rectal,FALSE
XI. ACCIDENTES,accidente_ultimo_12meses,a1101,¿Sufrió usted algún daño a su salud a causa de un accidente en los últimos 12 meses?,visible,options,TRUE,"{'is_category': 'true', 'options': {'1': 'Sí', '2': 'No', '8': 'No responde', '9': 'No sabe'}}",accidente_ultimo_12meses,FALSE
